Date,Open,High,Low,Close
2015/9/7,7990.76,8053.2,7957.8,7986.56
2015/9/4,8087.62,8128.23,7990.86,8000.6
2015/9/3,8071.37,8101.13,8007.48,8095.95
2015/9/2,7970.4,8068.06,7907.31,8035.29
2015/9/1,8117.5,8119.9,8002.18,8017.56
2015/8/31,8026.62,8174.92,7961.77,8174.92
2015/8/28,7923.77,8039.76,7923.77,8019.18
2015/8/27,7762.63,7856.4,7762.63,7824.55
2015/8/26,7636.12,7762.45,7547.61,7715.59
2015/8/25,7427.36,7677.93,7368.47,7675.64
2015/8/24,7719.63,7719.63,7203.07,7410.34
2015/8/21,7941.95,7941.95,7786.92,7786.92
2015/8/20,8008.68,8063.8,7951.72,8029.81
2015/8/19,8182.81,8182.81,7987.57,8021.84
2015/8/18,8237.08,8277.22,8166.77,8177.22
2015/8/17,8307.9,8308.54,8213.42,8213.42
2015/8/14,8315.14,8343.98,8283.35,8305.64
2015/8/13,8284.96,8348.39,8271.69,8311.74
2015/8/12,8365.15,8376.59,8235.95,8283.38
2015/8/11,8542.13,8586.22,8393.08,8394.14
2015/8/10,8410.63,8484.18,8374.08,8466.84
2015/8/7,8409.01,8458.04,8368.4,8442.29
2015/8/6,8564.55,8586.24,8404.67,8449.56
2015/8/5,8504.94,8563.01,8486.27,8542.27
2015/8/4,8538.44,8590.3,8433.92,8510.86
2015/8/3,8636.53,8636.53,8482.92,8524.41
2015/7/31,8670.92,8676.29,8591.37,8665.34
2015/7/30,8567.23,8697.18,8567.23,8651.49
2015/7/29,8587.7,8619.41,8516.23,8563.48
2015/7/28,8566.42,8635.88,8532,8582.49
2015/7/27,8733.24,8733.24,8553.09,8556.68
2015/7/24,8809.65,8811.76,8733.43,8767.86
2015/7/23,8865.36,8895.88,8751.71,8791.12
2015/7/22,8955.59,8968.39,8896.1,8918.7
2015/7/21,8997.56,9010.71,8940.38,9005.96
2015/7/20,9085,9124.88,8952.64,8975
2015/7/17,9060.92,9079.23,9018,9045.98
2015/7/16,9062.76,9085.31,9021.82,9042.21
2015/7/15,9063.54,9089.47,9005.1,9054.2
2015/7/14,9061.58,9124.76,9041.76,9041.76
2015/7/13,8946.72,9041.88,8946.72,9033.92
2015/7/9,8861.28,8946.24,8750.92,8914.13
2015/7/8,9225.91,9225.91,8946.75,8976.11
2015/7/7,9278.33,9332.97,9244.46,9250.16
2015/7/6,9309.86,9347.54,9255.96,9255.96
2015/7/3,9369.5,9369.5,9265.14,9358.23
2015/7/2,9372.46,9400.68,9350.05,9379.24
2015/7/1,9311.76,9404.76,9298.36,9375.23
2015/6/30,9223.27,9323.02,9204.45,9323.02
2015/6/29,9358.96,9358.96,9227.11,9236.1
2015/6/26,9481.95,9489.91,9442.94,9462.57
2015/6/25,9415.78,9500.57,9415.78,9476.34
2015/6/24,9390.27,9409.44,9364.38,9397.31
2015/6/23,9375.78,9438.39,9375.78,9391.14
2015/6/22,9247.76,9371.48,9247.76,9341.77
2015/6/18,9189.44,9243.84,9187.87,9218.37
2015/6/17,9232.81,9242.22,9170.09,9189.83
2015/6/16,9272.7,9272.7,9177.95,9212.78
2015/6/15,9304.66,9324.94,9252.34,9259.48
2015/6/12,9304.75,9339.33,9263.41,9301.93
2015/6/11,9330.99,9358.48,9251.18,9302.49
2015/6/10,9246.66,9334.5,9246.66,9298.5
2015/6/9,9346.11,9363.52,9191.87,9191.87
2015/6/8,9324.22,9419.22,9258.98,9368.43
2015/6/5,9328.02,9371.41,9272.94,9340.13
2015/6/4,9537.09,9558.77,9325.01,9348.63
2015/6/3,9617.75,9645.48,9550.44,9556.52
2015/6/2,9619.88,9657.02,9584.56,9614.26
2015/6/1,9688.13,9692.34,9589.09,9625.69
2015/5/29,9727.59,9747.27,9693,9701.07
2015/5/28,9741.57,9766.21,9704.93,9712.84
2015/5/27,9666.89,9710.29,9648.71,9693.54
2015/5/26,9688.31,9724.36,9649.62,9669.41
2015/5/25,9654.28,9654.28,9589.32,9645.17
2015/5/22,9606.51,9674.77,9606.51,9638.8
2015/5/21,9647.53,9647.53,9536.16,9578.56
2015/5/20,9726.02,9736.09,9662.86,9685.31
2015/5/19,9623.95,9722.8,9623.95,9716.77
2015/5/18,9603.75,9612.44,9550.76,9606.1
2015/5/15,9638.06,9644.83,9552.86,9579.48
2015/5/14,9730.33,9734.55,9600.24,9610.83
2015/5/13,9697.17,9743.33,9687.66,9724.11
2015/5/12,9637.71,9702.67,9637.21,9680.73
2015/5/11,9763.94,9797.19,9635.88,9663.72
2015/5/8,9724.29,9760.51,9692,9692
2015/5/7,9789.82,9789.82,9704.11,9704.11
2015/5/6,9780.39,9829.43,9735.94,9818.2
2015/5/5,9849.13,9855.64,9788.13,9820.13
2015/5/4,9853.51,9871.65,9800.48,9845.04
2015/4/30,9841.15,9894.9,9820.05,9820.05
2015/4/29,9934.82,9978.87,9842.5,9853.83
2015/4/28,9998.08,10014.28,9918.01,9956.83
2015/4/27,9941.18,10002.58,9937.04,9973.12
2015/4/24,9839.71,9961.31,9839.71,9913.28
2015/4/23,9655.3,9814.88,9655.3,9797.49
2015/4/22,9549.61,9630.79,9549.61,9613
2015/4/21,9554.8,9598.86,9512.64,9533.98
2015/4/20,9541.83,9572.65,9508.57,9552.85
2015/4/17,9608.6,9615.52,9570.93,9570.93
2015/4/16,9578.71,9656.87,9578.71,9656.87
2015/4/15,9629.7,9654.15,9508.14,9540.06
2015/4/14,9646.28,9664.1,9631.19,9642.22
2015/4/13,9622.64,9666.52,9622.59,9666.52
2015/4/10,9626.88,9648.34,9582.84,9617.7
2015/4/9,9597.21,9663.05,9559.71,9568.04
2015/4/8,9646.07,9654.67,9562,9571.97
2015/4/7,9619.97,9653.97,9613.33,9641.9
2015/4/2,9535.98,9628.95,9535.98,9600.32
2015/4/1,9575.11,9575.11,9503.53,9507.66
2015/3/31,9568.38,9594.75,9527.87,9586.44
2015/3/30,9533.38,9556.25,9503.53,9521.87
2015/3/27,9593.07,9608.44,9503.72,9503.72
2015/3/26,9579.63,9619.12,9540.03,9619.12
2015/3/25,9739.25,9743.58,9653.47,9667.83
2015/3/24,9759.96,9768.71,9701.33,9731.66
2015/3/23,9759.88,9775.63,9729.81,9758.09
2015/3/20,9706.35,9749.69,9705.32,9749.69
2015/3/19,9668.01,9745.59,9668.01,9736.73
2015/3/18,9563.74,9653.43,9561.5,9653.43
2015/3/17,9555.1,9629.8,9539.44,9539.44
2015/3/16,9583.45,9590.76,9512.91,9512.91
2015/3/13,9608.44,9633.51,9579.35,9579.35
2015/3/12,9537.23,9608.02,9530.74,9596
2015/3/11,9503.28,9561.81,9472.54,9523.18
2015/3/10,9566.25,9583.78,9520.33,9536.53
2015/3/9,9617.04,9617.04,9549.76,9562.98
2015/3/6,9587.59,9645.77,9574.55,9645.77
2015/3/5,9627.04,9631.04,9564.44,9595.09
2015/3/4,9596.24,9635.18,9580.78,9621.73
2015/3/3,9628.06,9642.95,9571.64,9605.77
2015/3/2,9665.11,9690.43,9588.36,9601.36
2015/2/26,9687.48,9688.07,9610.59,9622.1
2015/2/25,9655.72,9699.54,9653.77,9699.54
2015/2/24,9582.39,9638.48,9582.39,9629.37
2015/2/13,9500.04,9542.09,9499.97,9529.51
2015/2/12,9496.39,9500.35,9447.19,9496.31
2015/2/11,9430.17,9488.72,9430.17,9462.22
2015/2/10,9405.59,9435.07,9390.13,9393.7
2015/2/9,9465.12,9465.12,9413.18,9421.5
2015/2/6,9521.88,9521.88,9448.65,9456.18
2015/2/5,9511.06,9517.42,9472.42,9512.05
2015/2/4,9477.52,9533.88,9477.52,9513.92
2015/2/3,9394.47,9460.17,9394.47,9448.73
2015/2/2,9368.83,9410.43,9352.19,9386.99
2015/1/30,9452.85,9466.65,9361.91,9361.91
2015/1/29,9479.36,9482.13,9403.75,9426.9
2015/1/28,9503.2,9515.29,9471.31,9510.92
2015/1/27,9505.56,9523.73,9471.19,9521.59
2015/1/26,9474.56,9478.53,9436.47,9477.67
2015/1/23,9422,9471.8,9422,9470.94
2015/1/22,9336.81,9386.56,9336.81,9369.51
2015/1/21,9283.79,9319.71,9275.68,9319.71
2015/1/20,9188.76,9259.31,9177.48,9251.69
2015/1/19,9183.76,9247.09,9151.82,9174.06
2015/1/16,9245.77,9256.86,9109.46,9138.29
2015/1/15,9197.32,9219.43,9149.1,9165.09
2015/1/14,9235.9,9242.2,9161.71,9180.23
2015/1/13,9162.77,9253.82,9161.71,9231.8
2015/1/12,9198.02,9229.65,9178.3,9178.3
2015/1/9,9247.4,9284.57,9215.58,9215.58
2015/1/8,9154.03,9246.62,9154.03,9238.03
2015/1/7,9051.94,9108.66,9050.54,9080.09
2015/1/6,9209.93,9209.93,9043.44,9048.34
2015/1/5,9292.31,9292.31,9182.02,9274.11
2014/12/31,9260.46,9307.26,9252.31,9307.26
2014/12/30,9299.1,9338.06,9262.7,9268.43
2014/12/29,9216.43,9313.33,9216.43,9286.28
2014/12/26,9171.91,9214.07,9158.39,9214.07
2014/12/25,9186.83,9198.04,9153.77,9158.7
2014/12/24,9096.48,9186.18,9096.48,9186.18
2014/12/23,9123.78,9138.15,9093.43,9097.71
2014/12/22,9032.42,9099.85,9024.01,9095
2014/12/19,8981.85,9035.77,8953.17,8999.52
2014/12/18,8912.78,8946.42,8876.88,8878.63
2014/12/17,8961.64,8972.12,8826.03,8828.36
2014/12/16,8967.82,9031.07,8950.91,8950.91
2014/12/15,8987.95,8997.08,8943.04,8985.63
2014/12/12,9041.54,9084.27,9022.56,9027.33
2014/12/11,9003.84,9046.4,8971.53,9013.07
2014/12/10,9115.33,9140.49,9015.52,9032.16
2014/12/9,9163.43,9177.14,9127.12,9128.9
2014/12/8,9231.24,9241.63,9174.51,9187.29
2014/12/5,9220.25,9240.51,9192.29,9206.57
2014/12/4,9212.85,9251.85,9195.15,9225.11
2014/12/3,9073.47,9188.32,9045.2,9175.26
2014/12/2,9098.36,9104.84,9009.69,9034.79
2014/12/1,9038.41,9164.54,8998.55,9117.71
2014/11/28,9163.19,9201.8,9158.28,9187.15
2014/11/27,9153.49,9217.73,9153.49,9165.31
2014/11/26,9125.08,9146.04,9112.19,9122.39
2014/11/25,9125.27,9153.55,9098.32,9116.24
2014/11/24,9144.42,9165.71,9104.54,9122.33
2014/11/21,9104.34,9111.18,9071.86,9091.53
2014/11/20,8984.93,9078.87,8984.93,9078.87
2014/11/19,8896.16,8988.64,8879.29,8963.24
2014/11/18,8916.08,8944.26,8828.15,8859.07
2014/11/17,9003.37,9024,8878.38,8884.39
2014/11/14,8992.4,8996.38,8950.23,8982.88
2014/11/13,8947.97,8980.67,8927.09,8980.67
2014/11/12,9030.13,9030.13,8894.11,8918.95
2014/11/11,9067.54,9069.44,9021.54,9034.14
2014/11/10,8937.59,9062.89,8937.59,9049.98
2014/11/7,8881.19,8925.62,8867.78,8912.62
2014/11/6,8968.79,8979.97,8887.36,8891.02
2014/11/5,8997.76,9013.06,8941.18,8962.6
2014/11/4,9030.96,9046.22,8980.96,8989.18
2014/11/3,9009.38,9029.71,8965.5,9004.86
2014/10/31,8909.34,8974.76,8885.21,8974.76
2014/10/30,8890.19,8892.99,8842.8,8888.07
2014/10/29,8821.85,8903.68,8821.85,8903.68
2014/10/28,8692.52,8788.28,8692.52,8773.55
2014/10/27,8671.51,8689.67,8607.23,8627.78
2014/10/24,8740.28,8750.42,8629.24,8646.01
2014/10/23,8735.38,8751.67,8714.88,8731.07
2014/10/22,8744.91,8775.35,8729.77,8748.83
2014/10/21,8676.32,8676.32,8636.67,8654.64
2014/10/20,8617.08,8679.85,8611.17,8663.14
2014/10/17,8688.71,8699.77,8512.88,8512.88
2014/10/16,8602.65,8676.46,8501.29,8633.69
2014/10/15,8769.39,8776.91,8635.41,8655.51
2014/10/14,8691.83,8768.39,8684.19,8768.39
2014/10/13,8767.42,8795.77,8711.39,8711.39
2014/10/9,9021.31,9054.67,8946.16,8966.44
2014/10/8,8989.99,9038.61,8955.18,8955.18
2014/10/7,9065.67,9074.8,8993.45,9040.81
2014/10/6,9118.28,9122.54,9065.34,9095.14
2014/10/3,9010.3,9113.8,8998.27,9106.28
2014/10/2,8959.37,9010.27,8913.01,8975.19
2014/10/1,8958.87,9014.26,8918.96,8990.26
2014/9/30,8954.58,8998.83,8860.17,8966.92
2014/9/29,9018.46,9018.46,8948.09,8960.76
2014/9/26,8957.56,9001.98,8913.51,8989.82
2014/9/25,9126.76,9149.41,8982.51,9011.59
2014/9/24,9071.8,9123.11,9071.8,9098.49
2014/9/23,9134.29,9147.21,9084.9,9084.9
2014/9/22,9220.54,9220.54,9106.27,9134.65
2014/9/19,9268.44,9289.22,9235.44,9240.45
2014/9/18,9211.8,9237.88,9201.91,9237.03
2014/9/17,9171.04,9252.38,9159.85,9195.17
2014/9/16,9218.85,9219.42,9133.4,9133.4
2014/9/15,9206.41,9242.23,9175.61,9217.46
2014/9/12,9324.74,9333.28,9223.18,9223.18
2014/9/11,9376.38,9381.05,9322.95,9322.95
2014/9/10,9410.62,9410.62,9309.05,9357.61
2014/9/9,9452.14,9465.93,9426.99,9434.77
2014/9/5,9446.45,9451.39,9365.7,9407.94
2014/9/4,9439.76,9439.76,9389.29,9428.89
2014/9/3,9434.88,9455.78,9396.79,9450.35
2014/9/2,9503.65,9503.65,9388.13,9399.72
2014/9/1,9474.41,9532.66,9472.96,9513.06
2014/8/29,9459.81,9470.15,9425.35,9436.27
2014/8/28,9499.22,9502.42,9453.49,9478.37
2014/8/27,9426.29,9491.75,9426.29,9485.59
2014/8/26,9394.28,9418.77,9386.49,9393.96
2014/8/25,9393.24,9409.35,9369.24,9390.62
2014/8/22,9273.07,9380.6,9271.87,9380.1
2014/8/21,9286.82,9289.02,9217.97,9253.38
2014/8/20,9278.15,9294.49,9249.31,9288.05
2014/8/19,9188.63,9255.09,9188.63,9243.78
2014/8/18,9222.73,9222.73,9128.66,9141.31
2014/8/15,9243.67,9243.67,9172.91,9206.81
2014/8/14,9276.41,9282.01,9218.55,9230.61
2014/8/13,9155.02,9231.66,9147.14,9231.31
2014/8/12,9188.85,9198.1,9146.98,9163.12
2014/8/11,9109.83,9184.96,9107.21,9172.91
2014/8/8,9120.2,9120.2,9014.89,9085.96
2014/8/7,9162.65,9172.88,9108.85,9131.44
2014/8/6,9148.36,9163.81,9070.09,9143.97
2014/8/5,9316.82,9316.82,9141.44,9141.44
2014/8/4,9280.29,9330.19,9258.18,9330.19
2014/8/1,9223.75,9274.64,9201.83,9266.51
2014/7/31,9436.04,9438.97,9313.87,9315.85
2014/7/30,9409.62,9456.03,9398.82,9447.02
2014/7/29,9457.8,9483.75,9357.32,9391.88
2014/7/28,9415.9,9460.43,9385.56,9420.18
2014/7/25,9519.99,9528.7,9412.48,9439.29
2014/7/24,9508.26,9538.07,9483.52,9527.54
