Date,Open,High,Low,Close,Volume,Adj Close
2014-02-24,58.40,58.45,57.80,57.90,7356000,56.52
2014-02-21,58.40,58.45,58.20,58.20,17229000,56.81
2014-02-20,58.05,58.05,57.60,57.65,13707000,56.28
2014-02-19,58.10,58.20,58.05,58.15,13350000,56.76
2014-02-18,57.95,58.15,57.80,58.15,13057000,56.76
2014-02-17,58.10,58.25,57.95,57.95,15396000,56.57
2014-02-14,57.70,58.20,57.70,57.95,22295000,56.57
2014-02-13,57.45,57.55,57.35,57.40,8206000,56.03
2014-02-12,57.15,57.55,57.15,57.55,18559000,56.18
2014-02-11,56.60,56.95,56.60,56.95,5528000,55.59
2014-02-10,56.90,56.90,56.60,56.60,5995000,55.25
2014-02-07,56.40,56.70,56.30,56.60,15933000,55.25
2014-02-06,55.95,56.20,55.80,56.00,12833000,54.67
2014-02-05,56.40,56.40,55.60,55.80,57509000,54.47
2014-01-27,58.10,58.20,57.45,57.60,21287000,56.23
2014-01-24,58.30,58.80,58.30,58.65,10684000,57.25
2014-01-23,58.60,58.75,58.35,58.50,6894000,57.11
2014-01-22,58.45,58.65,58.35,58.65,6824000,57.25
2014-01-21,58.75,58.85,58.50,58.55,6938000,57.15
2014-01-20,58.40,58.80,58.40,58.80,5614000,57.40
2014-01-17,58.60,58.70,58.30,58.65,8158000,57.25
2014-01-16,58.50,58.75,58.50,58.55,12758000,57.15
2014-01-15,57.95,58.45,57.95,58.40,11646000,57.01
2014-01-14,57.70,57.85,57.60,57.80,4248000,56.42
2014-01-13,58.00,58.20,57.80,57.90,6155000,56.52
2014-01-10,57.50,57.65,57.50,57.55,4730000,56.18
2014-01-09,57.65,57.80,57.40,57.55,8548000,56.18
2014-01-08,57.70,57.95,57.70,57.80,7596000,56.42
2014-01-07,57.75,57.90,57.70,57.70,13118000,56.33
2014-01-06,57.75,57.95,57.55,57.70,14836000,56.33
2014-01-03,58.45,58.45,57.70,57.85,14494000,56.47
2014-01-02,58.70,58.75,58.35,58.55,10743000,57.15
